PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
Julia;Phillip;Tucker;Meyer;C;1002003000;;2-(780)936-0007;3-(234)013-6299;;;CLIENTE;El Angel;20/04/2014;M;NO;CASADO;2;Dapin;Granby;9636;Brazil;France;France;France;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.;Digitado;Scofield;Hayes;730;France;France;France;France;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
Charles;Thomas;Knight;Scott;P;1002003000;;3-(636)448-1107;9-(566)696-3219;;;CLIENTE;Mira;16/03/2014;M;SI;CASADO;;Oxford;Myrtle;4;Madagascar;Indonesia;Indonesia;Indonesia;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Tendero;Anderson;;4635;;Indonesia;Indonesia;Indonesia;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.
Nicole;Donald;Pierce;;C;1004002000;;;9-(890)820-5346;dwatkins18@wikispaces.com;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;CLIENTE;Mira;15/05/2014;M;NO;SOLTERO;1;Nancy;;235;China;China;China;China;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Costurero;Bunker Hill;Fordem;7662;China;China;China;China;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Diana;Kenneth;Hawkins;Dean;P;1004002000;;;9-(447)650-4120;;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;CLIENTE;Urcuqui;14/03/2014;M;NO;VIUDO;;Esch;Birchwood;19857;France;Nigeria;Nigeria;Nigeria;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";Mecánico;Warner;Mosinee;618;Nigeria;Nigeria;Nigeria;Nigeria;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Jennifer;Phillip;Mcdonald;Wells;C;1004002000;;4-(952)630-0481;6-(094)488-2890;pwells1a@stumbleupon.com;"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.";CLIENTE;Mira;02/02/2014;F;NO;CASADO;;Thackeray;Lukken;33;Canada;China;China;China;Fusce consequat. Nulla nisl. Nunc nisl.;Costurero;Ronald Regan;Algoma;2;China;China;China;China;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Arthur;Heather;Wood;;C;1002003000;;9-(804)216-6684;0-(281)031-4312;hferguson1b@wsj.com;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.;CLIENTE;Mira;27/02/2014;F;NO;DIVORCIADO;3;Armistice;Johnson;8149;China;China;China;China;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.;Digitado;Prairieview;Di Loreto;39;China;China;China;China;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Jane;Louis;Cunningham;Wallace;C;1002003000;;7-(211)081-7090;1-(607)659-2759;;;CLIENTE;Pimampiro;21/12/2013;M;NO;SOLTERO;2;Lawn;Trailsway;18206;China;China;China;China;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.;Heladero;Mccormick;Monument;36735;China;China;China;China;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Jean;;Ramirez;Mendoza;C;1002003000;;1-(174)182-9690;1-(554)151-3421;jmendoza1d@salon.com;;CLIENTE;Urcuqui;04/04/2014;F;NO;;;Erie;Dapin;321;Poland;China;China;China;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;Mecánico;Mallory;Kinsman;7;China;China;China;China;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Andrew;Justin;Long;Miller;C;1004002000;;9-(453)007-2032;2-(501)760-7164;;;CLIENTE;El Angel;03/05/2014;M;NO;SOLTERO;2;Eggendart;Carey;28697;;Honduras;Honduras;Honduras;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Comerciante;Mitchell;Hoard;4172;Honduras;Honduras;Honduras;Honduras;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Marie;Tammy;Rodriguez;Bradley;C;1004002000;;4-(126)967-7857;4-(738)317-6415;;;CLIENTE;Urcuqui;06/06/2014;F;SI;CASADO;;;Caliangt;0;Indonesia;Democratic Republic of the Congo;Democratic Republic of the Congo;Democratic Republic of the Congo;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.;Artesano;Columbus;Tennessee;803;Democratic Republic of the Congo;;Democratic Republic of the Congo;Democratic Republic of the Congo;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Phillip;Philip;Meyer;Morris;C;1002003000;;2-(917)386-6730;9-(076)065-4275;;"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.";CLIENTE;El Angel;27/10/2014;F;NO;CASADO;3;Meadow Vale;Menomonie;49693;China;Philippines;Philippines;Philippines;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;Panadero;Heath;Mitchell;;Philippines;Philippines;Philippines;Philippines;Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Adam;John;Ortiz;Long;C;1002003000;;3-(689)722-4267;8-(221)560-9126;;;CLIENTE;El Angel;21/05/2014;M;NO;CASADO;;Moose;Rieder;76;Croatia;Portugal;Portugal;Portugal;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.;Panadero;Rigney;Longview;40751;Portugal;Portugal;Portugal;Portugal;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Catherine;Kelly;Butler;Howell;C;1002003000;;0-(685)479-2746;9-(690)151-5817;;;GARANTE;Urcuqui;17/09/2014;M;NO;SOLTERO;3;Hayes;Delladonna;93;Indonesia;Canada;Canada;Canada;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;Digitado;Macpherson;Meadow Vale;90;Canada;Canada;Canada;Canada;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Kenneth;Robin;Morris;Franklin;P;1002003000;;6-(534)917-7425;5-(643)434-0812;rfranklin1j@marriott.com;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.;CLIENTE;Pimampiro;21/02/2014;F;NO;DIVORCIADO;2;Anzinger;Briar Crest;6890;Czech Republic;New Zealand;;New Zealand;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";Digitado;Mallory;North;62468;New Zealand;;New Zealand;New Zealand;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Ashley;Betty;Jenkins;Johnston;C;1004002000;;1-(410)936-5005;9-(522)249-4860;;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.;CLIENTE;El Angel;25/09/2014;F;NO;DIVORCIADO;2;Delladonna;Shoshone;5;China;;China;China;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Heladero;Oak Valley;Chinook;33194;China;China;China;China;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Gary;Beverly;Black;Powell;C;1002003000;;9-(917)506-7149;5-(102)794-1021;bpowell1l@opera.com;"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.";GARANTE;Pimampiro;13/06/2014;M;SI;SOLTERO;3;Kinsman;Florence;80;Russia;Finland;Finland;Finland;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;Heladero;Toban;Arkansas;40638;Finland;Finland;Finland;Finland;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Daniel;Brian;Lewis;Morris;C;1004002000;;6-(804)998-3966;4-(713)804-8866;;;CLIENTE;Urcuqui;07/11/2014;M;NO;VIUDO;;Cody;Crownhardt;752;Bulgaria;China;China;China;In congue. Etiam justo. Etiam pretium iaculis justo.;Lechero;Dahle;Duke;700;China;China;China;China;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
David;Larry;Pierce;George;C;1002003000;;6-(317)980-2988;5-(691)803-8736;lgeorge1n@bigcartel.com;;CLIENTE;Urcuqui;18/03/2014;F;NO;CASADO;;Messerschmidt;Gale;8;Ukraine;Paraguay;Paraguay;Paraguay;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Heladero;Bluejay;Petterle;69;Paraguay;Paraguay;Paraguay;Paraguay;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Dennis;Michelle;Wagner;Hunt;C;1004002000;;5-(285)357-1289;0-(305)613-2855;;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;CLIENTE;Urcuqui;18/07/2014;M;NO;CASADO;0;Sunfield;Warrior;6;Thailand;Brazil;Brazil;Brazil;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;Panadero;Mayfield;Upham;19;Brazil;Brazil;Brazil;Brazil;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Kathryn;Heather;Jordan;Vasquez;C;1004002000;;4-(570)463-6162;4-(097)916-8536;;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;Urcuqui;22/06/2014;F;NO;DIVORCIADO;;Blackbird;Barnett;2958;Indonesia;France;France;France;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;Mecánico;Meadow Valley;Sachtjen;9879;France;France;France;France;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Kathryn;Eugene;Fox;Gomez;C;1004002000;;3-(513)302-1287;2-(681)295-4420;;"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.";CLIENTE;Pimampiro;31/10/2014;F;NO;SOLTERO;2;Larry;Blaine;2165;Botswana;Russia;Russia;Russia;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;Comerciante;Crest Line;Mesta;8;Russia;Russia;Russia;Russia;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Peter;Anne;Berry;Gomez;C;1002003000;;1-(064)447-1512;4-(740)461-5506;agomez1r@csmonitor.com;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;CLIENTE;Pimampiro;31/03/2014;F;NO;;1;Harbort;Arizona;5;Cambodia;Gambia;Gambia;Gambia;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;Lechero;Arizona;Amoth;4;Gambia;Gambia;Gambia;Gambia;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Kathy;Scott;Rogers;Morris;C;1004002000;;8-(245)421-0021;7-(832)357-2642;smorris1s@is.gd;;CLIENTE;Pimampiro;22/08/2014;M;NO;SOLTERO;2;Dunning;Heffernan;5346;China;Peru;Peru;Peru;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Escultor;Cardinal;Lillian;8207;Peru;Peru;Peru;Peru;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Brenda;Julia;Miller;Baker;C;1004002000;;0-(744)897-6503;3-(164)786-3840;jbaker1t@geocities.com;;CLIENTE;Mira;24/05/2014;F;NO;SOLTERO;3;Katie;Sunbrook;42916;Czech Republic;France;France;France;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;Comerciante;Walton;Morrow;92737;France;France;France;France;
Jane;Anthony;Willis;Murray;C;1004002000;;7-(214)776-0153;;amurray1u@opensource.org;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;GARANTE;Pimampiro;03/04/2014;M;NO;VIUDO;;Oak Valley;Larry;21686;Thailand;China;China;China;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.";Lechero;Cambridge;Moose;;China;China;;China;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Jean;Norma;Bishop;Jenkins;C;1004002000;;0-(908)173-2903;0-(229)486-6935;njenkins1v@ox.ac.uk;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;GARANTE;Pimampiro;20/12/2013;F;SI;VIUDO;3;Grim;Golf Course;14;Russia;France;France;France;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;Artesano;Brown;Forest;4301;France;France;France;France;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
Doris;Howard;Hudson;Ford;P;1002003000;;0-(045)884-8066;8-(473)648-9184;hford1w@mac.com;"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.";CLIENTE;El Angel;08/06/2014;F;NO;CASADO;1;Melody;Esker;16;Czech Republic;Iran;Iran;Iran;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.;Lechero;Moland;Karstens;6;Iran;Iran;Iran;Iran;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Robin;Jane;Hughes;Marshall;C;1004002000;;1-(134)375-9544;0-(905)719-4302;;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";CLIENTE;Urcuqui;05/11/2014;F;NO;VIUDO;;Knutson;Lighthouse Bay;66363;China;Philippines;Philippines;Philippines;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Artesano;Luster;Summer Ridge;471;Philippines;Philippines;Philippines;Philippines;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Rose;Betty;Morgan;Watson;C;1004002000;;;3-(174)475-1447;bwatson1y@feedburner.com;"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.";CLIENTE;Mira;09/07/2014;M;NO;CASADO;2;Pawling;Colorado;4;Indonesia;China;China;China;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Tendero;Dexter;;7;China;China;China;China;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Theresa;Julie;Cook;Long;C;1002003000;;4-(440)514-8588;9-(527)694-1949;;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.";GARANTE;Urcuqui;25/07/2014;M;NO;DIVORCIADO;3;Pennsylvania;4th;6;Indonesia;Russia;Russia;Russia;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Comerciante;Summerview;Crest Line;2530;Russia;Russia;Russia;Russia;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Henry;Gregory;Allen;Lopez;C;1002003000;;6-(889)402-4064;8-(658)409-1942;;"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.";CLIENTE;Urcuqui;15/12/2013;M;NO;CASADO;0;Clemons;Erie;0;China;Mexico;Mexico;Mexico;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.;Artesano;Forest Dale;Dakota;9262;Mexico;Mexico;Mexico;Mexico;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Victor;William;Lopez;Cole;C;1002003000;;6-(177)970-9375;9-(677)948-1190;;"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";CLIENTE;Pimampiro;08/11/2014;F;SI;VIUDO;;Spenser;Mendota;21335;Chile;France;France;France;Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.;Artesano;3rd;Manufacturers;33233;France;France;France;France;In congue. Etiam justo. Etiam pretium iaculis justo.
Gloria;Susan;Arnold;Fernandez;C;1002003000;;2-(462)870-3099;3-(725)367-4706;sfernandez22@chronoengine.com;"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.";GARANTE;Pimampiro;16/03/2014;M;NO;CASADO;;Talisman;Carpenter;978;Czech Republic;Portugal;Portugal;Portugal;Phasellus in felis. Donec semper sapien a libero. Nam dui.;Mecánico;Oakridge;Arizona;0;Portugal;Portugal;Portugal;Portugal;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Ryan;Clarence;Wagner;White;C;1002003000;;;9-(004)402-3711;cwhite23@sakura.ne.jp;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;CLIENTE;Urcuqui;;F;;CASADO;;Jana;Pond;6;Indonesia;Kazakhstan;Kazakhstan;Kazakhstan;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Mecánico;Merry;Goodland;95;Kazakhstan;Kazakhstan;Kazakhstan;Kazakhstan;Fusce consequat. Nulla nisl. Nunc nisl.
Carol;Ruth;Hawkins;Ortiz;P;1002003000;;0-(642)238-3867;0-(451)830-7449;rortiz24@jalbum.net;;CLIENTE;El Angel;03/07/2014;F;NO;CASADO;;Bunting;Becker;13;Brazil;China;China;China;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Mecánico;Gateway;Namekagon;2984;China;China;China;China;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
